AptamerID,Target,MeanEnergy,
FUB10,Oxycodone,-63.39792805,
FUB11,AB-Fubinaca,-95.91937386,
FUB11,Acetyl fentanyl,-108.4439003,
FUB11,Cocaine,-103.2861794,
FUB11,Fentanyl,-105.6244171,
FUB11,Flunixin,-92.74881831,
FUB11,Furanyl fentanyl,-112.5577186,
FUB11,Heroin,-112.5244035,
FUB11,(+)-Methamphetamine,-76.30630009,
FUB11,Morphine,-104.5965118,
FUB11,Oxycodone,-111.9255191,
FUB12,AB-Fubinaca,-85.4810041,
FUB12,Acetyl fentanyl,-84.59857468,
FUB12,Cocaine,-97.11723361,
FUB12,Fentanyl,-90.51762523,
FUB12,Flunixin,-87.98376366,
FUB12,Furanyl fentanyl,-90.06740209,
FUB12,Heroin,-108.1082605,
FUB12,(+)-Methamphetamine,-74.52958333,
FUB12,Morphine,-98.70465847,
FUB12,Oxycodone,-105.6155396,
FUB13,AB-Fubinaca,-58.47673042,
FUB13,Acetyl fentanyl,-50.03134335,
FUB13,Cocaine,-56.91456512,
FUB13,Fentanyl,-53.04544399,
FUB13,Flunixin,-50.79751138,
FUB13,Furanyl fentanyl,-56.4971357,
FUB13,Heroin,-59.42782787,
FUB13,(+)-Methamphetamine,-41.45848816,
FUB13,Morphine,-56.23099499,
FUB13,Oxycodone,-61.44838115,
FUB14,AB-Fubinaca,-56.94627277,
FUB14,Acetyl fentanyl,-49.45690118,
FUB14,Cocaine,-57.15244536,
FUB14,Fentanyl,-48.97298042,
FUB14,Flunixin,-49.84577413,
FUB14,Furanyl fentanyl,-56.53033698,
FUB14,Heroin,-55.10945128,
FUB14,(+)-Methamphetamine,-43.640551,
FUB14,Morphine,-54.85404372,
FUB14,Oxycodone,-60.65991803,
FUB15,AB-Fubinaca,-67.44416667,
FUB15,Acetyl fentanyl,-55.89923953,
FUB15,Cocaine,-68.48091758,
FUB15,Fentanyl,-63.9283561,
FUB15,Flunixin,-58.99318989,
FUB15,Furanyl fentanyl,-67.45293944,
FUB15,Heroin,-74.1438775,
FUB15,(+)-Methamphetamine,-43.56490209,
FUB15,Morphine,-58.96765938,
FUB15,Oxycodone,-63.8382673,
FUB16,AB-Fubinaca,-93.76368852,
FUB16,Acetyl fentanyl,-111.5534495,
FUB16,Cocaine,-102.5834039,
FUB16,Fentanyl,-111.4919809,
FUB16,Flunixin,-92.71881603,
FUB16,Furanyl fentanyl,-109.5188251,
FUB16,Heroin,-109.8581557,
FUB16,(+)-Methamphetamine,-75.76239299,
FUB16,Morphine,-94.48737705,
FUB16,Oxycodone,-102.3779281,
FUB18,AB-Fubinaca,-118.7236771,
FUB18,Acetyl fentanyl,-131.1684973,
FUB18,Cocaine,-126.4907377,
FUB18,Fentanyl,-138.3004895,
FUB18,Flunixin,-115.103577,
FUB18,Furanyl fentanyl,-130.4349727,
FUB18,Heroin,-127.8790528,
FUB18,(+)-Methamphetamine,-97.75972905,
FUB18,Morphine,-129.3256466,
FUB18,Oxycodone,-140.1761931,
FUB2,AB-Fubinaca,-97.66214481,
FUB2,Acetyl fentanyl,-122.5748338,
FUB2,Cocaine,-108.7589777,
FUB2,Fentanyl,-113.0502801,
FUB2,Flunixin,-102.3669285,
FUB2,Furanyl fentanyl,-116.0099158,
FUB2,Heroin,-114.0756831,
FUB2,(+)-Methamphetamine,-82.65821266,
FUB2,Morphine,-107.7937272,
FUB2,Oxycodone,-114.5563115,
FUB20,AB-Fubinaca,-86.1170082,
FUB20,Acetyl fentanyl,-98.68530965,
FUB20,Cocaine,-93.20016166,
FUB20,Fentanyl,-84.17959244,
FUB20,Flunixin,-92.04707195,
FUB20,Furanyl fentanyl,-86.19651639,
FUB20,Heroin,-105.9150569,
FUB20,(+)-Methamphetamine,-74.9856102,
FUB20,Morphine,-95.68101321,
FUB20,Oxycodone,-102.020107,
FUB21,AB-Fubinaca,-84.84992942,
FUB21,Acetyl fentanyl,-84.59925546,
FUB21,Cocaine,-82.35922359,
FUB21,Fentanyl,-79.51440346,
FUB21,Flunixin,-81.85593352,
FUB21,Furanyl fentanyl,-81.85384563,
FUB21,Heroin,-90.10053506,
FUB21,(+)-Methamphetamine,-67.68859973,
FUB21,Morphine,-92.92093352,
FUB21,Oxycodone,-100.3526913,
FUB22,AB-Fubinaca,-86.27351548,
FUB22,Acetyl fentanyl,-80.33225865,
FUB22,Cocaine,-87.76042577,
FUB22,Fentanyl,-86.14527095,
FUB22,Flunixin,-85.49216758,
FUB22,Furanyl fentanyl,-92.86964481,
FUB22,Heroin,-98.97533015,
FUB22,(+)-Methamphetamine,-76.45054645,
FUB22,Morphine,-91.23615209,
FUB22,Oxycodone,-102.8059176,
FUB23,AB-Fubinaca,-55.03014344,
FUB23,Acetyl fentanyl,-57.02277095,
FUB23,Cocaine,-63.26656421,
FUB23,Fentanyl,-52.38896175,
FUB23,Flunixin,-55.5455123,
FUB23,Furanyl fentanyl,-58.91298497,
FUB23,Heroin,-80.87740893,
FUB23,(+)-Methamphetamine,-47.16056922,
FUB23,Morphine,-60.14448998,
FUB23,Oxycodone,-63.86844262,
FUB24,AB-Fubinaca,-57.46178279,
FUB24,Acetyl fentanyl,-70.53293488,
FUB24,Cocaine,-67.69221084,
FUB24,Fentanyl,-60.77147769,
FUB24,Flunixin,-57.37025501,
FUB24,Furanyl fentanyl,-62.10476776,
FUB24,Heroin,-79.77417805,
FUB24,(+)-Methamphetamine,-45.46034381,
FUB24,Morphine,-53.95255237,
FUB24,Oxycodone,-55.84229053,
FUB25,AB-Fubinaca,-79.84404827,
FUB25,Acetyl fentanyl,-82.87596767,
FUB25,Cocaine,-73.996102,
FUB25,Fentanyl,-71.03498406,
FUB25,Flunixin,-71.47964026,
FUB25,Furanyl fentanyl,-78.00996585,
FUB25,Heroin,-86.5379827,
FUB25,(+)-Methamphetamine,-55.89774135,
FUB25,Morphine,-74.6497541,
FUB25,Oxycodone,-81.78717213,
FUB27,AB-Fubinaca,-66.16845856,
FUB27,Acetyl fentanyl,-55.61607696,
FUB27,Cocaine,-64.56618397,
FUB27,Fentanyl,-59.69188297,
FUB27,Flunixin,-60.24837432,
FUB27,Furanyl fentanyl,-59.26218807,
FUB27,Heroin,-63.46797131,
FUB27,(+)-Methamphetamine,-48.65459699,
FUB27,Morphine,-62.80271403,
FUB27,Oxycodone,-68.98013661,
FUB28,AB-Fubinaca,-62.71077869,
FUB28,Acetyl fentanyl,-54.50188297,
FUB28,Cocaine,-60.73754554,
FUB28,Fentanyl,-57.76446494,
FUB28,Flunixin,-57.51708333,
FUB28,Furanyl fentanyl,-58.94387067,
FUB28,Heroin,-72.73487477,
FUB28,(+)-Methamphetamine,-44.03006603,
FUB28,Morphine,-54.74532787,
FUB28,Oxycodone,-62.36812386,
FUB3,AB-Fubinaca,-90.01316712,
FUB3,Acetyl fentanyl,-86.00456967,
FUB3,Cocaine,-90.21090847,
FUB3,Fentanyl,-85.0697245,
FUB3,Flunixin,-78.73288934,
FUB3,Furanyl fentanyl,-88.62754781,
FUB3,Heroin,-100.4053051,
FUB3,(+)-Methamphetamine,-70.95063525,
FUB3,Morphine,-92.28611111,
FUB3,Oxycodone,-102.0843807,
FUB4,AB-Fubinaca,-64.74028461,
FUB4,Acetyl fentanyl,-54.31272313,
FUB4,Cocaine,-62.64052368,
FUB4,Fentanyl,-54.89583333,
FUB4,Flunixin,-58.21862022,
FUB4,Furanyl fentanyl,-57.19597222,
FUB4,Heroin,-64.56303279,
FUB4,(+)-Methamphetamine,-49.62829463,
FUB4,Morphine,-62.18720628,
FUB4,Oxycodone,-68.6866439,
FUB5,AB-Fubinaca,-70.91214481,
FUB5,Acetyl fentanyl,-69.63406421,
FUB5,Cocaine,-73.79295537,
FUB5,Fentanyl,-69.77993625,
FUB5,Flunixin,-69.28152778,
FUB5,Furanyl fentanyl,-69.19540528,
FUB5,Heroin,-74.19635246,
FUB5,(+)-Methamphetamine,-56.70414162,
FUB5,Morphine,-75.87256603,
FUB5,Oxycodone,-81.20908242,
FUB6,AB-Fubinaca,-63.5683561,
FUB6,Acetyl fentanyl,-54.58573543,
FUB6,Cocaine,-62.38024362,
FUB6,Fentanyl,-52.32968124,
FUB6,Flunixin,-58.24071721,
FUB6,Furanyl fentanyl,-60.13936931,
FUB6,Heroin,-67.97794399,
FUB6,(+)-Methamphetamine,-48.82339481,
FUB6,Morphine,-66.367352,
FUB6,Oxycodone,-68.95679417,
FUB7,AB-Fubinaca,-74.05396175,
FUB7,Acetyl fentanyl,-79.58160747,
FUB7,Cocaine,-79.89501594,
FUB7,Fentanyl,-74.46047359,
FUB7,Flunixin,-79.84137067,
FUB7,Furanyl fentanyl,-87.15346084,
FUB7,Heroin,-82.63873406,
FUB7,(+)-Methamphetamine,-63.0935041,
FUB7,Morphine,-76.85392532,
FUB7,Oxycodone,-84.95016166,
FUB8,AB-Fubinaca,-73.95429872,
FUB8,Acetyl fentanyl,-70.79701503,
FUB8,Cocaine,-66.17167122,
FUB8,Fentanyl,-64.22120446,
FUB8,Flunixin,-68.76695128,
FUB8,Furanyl fentanyl,-61.8505806,
FUB8,Heroin,-77.60789162,
FUB8,(+)-Methamphetamine,-53.01267987,
FUB8,Morphine,-72.73824681,
FUB8,Oxycodone,-77.3001571,
FUB9,AB-Fubinaca,-60.74059199,
FUB9,Acetyl fentanyl,-58.01191712,
FUB9,Cocaine,-61.9538775,
FUB9,Fentanyl,-53.4011316,
FUB9,Flunixin,-57.57732468,
FUB9,Furanyl fentanyl,-56.14285974,
FUB9,Heroin,-65.9929918,
FUB9,(+)-Methamphetamine,-52.93671676,
FUB9,Morphine,-72.0006102,
FUB9,Oxycodone,-74.40006831,
FX1,AB-Fubinaca,-75.90361566,
FX1,Acetyl fentanyl,-73.40150046,
FX1,Cocaine,-69.02937842,
FX1,Fentanyl,-70.31722222,
FX1,Flunixin,-67.80077413,
FX1,Furanyl fentanyl,-65.84689663,
FX1,Heroin,-77.72195128,
FX1,(+)-Methamphetamine,-55.02921903,
FX1,Morphine,-72.41080373,
FX1,Oxycodone,-78.87470856,
FX10,AB-Fubinaca,-75.71709016,
FX10,Acetyl fentanyl,-62.4217031,
FX10,Cocaine,-76.61226093,
FX10,Fentanyl,-69.81606102,
FX10,Flunixin,-67.04160064,
FX10,Furanyl fentanyl,-69.53236111,
FX10,Heroin,-85.27627732,
FX10,(+)-Methamphetamine,-54.5567418,
FX10,Morphine,-75.57873634,
FX10,Oxycodone,-78.50669854,
FX11,AB-Fubinaca,-59.62638434,
FX11,Acetyl fentanyl,-58.28457195,
FX11,Cocaine,-56.36095401,
FX11,Fentanyl,-52.92416667,
FX11,Flunixin,-67.82775046,
FX11,Furanyl fentanyl,-50.99855191,
FX11,Heroin,-56.03399818,
FX11,(+)-Methamphetamine,-57.23017987,
FX11,Morphine,-58.7959745,
FX11,Oxycodone,-65.15217668,
FX19,AB-Fubinaca,-60.23978597,
FX19,Acetyl fentanyl,-51.93259107,
FX19,Cocaine,-58.36499089,
FX19,Fentanyl,-56.10026412,
FX19,Flunixin,-56.45563297,
FX19,Furanyl fentanyl,-61.62618169,
FX19,Heroin,-63.19631603,
FX19,(+)-Methamphetamine,-47.08458561,
FX19,Morphine,-59.40042122,
FX19,Oxycodone,-65.86958333,
FX2,AB-Fubinaca,-71.91299636,
FX2,Acetyl fentanyl,-75.9666735,
FX2,Cocaine,-75.26663934,
FX2,Fentanyl,-70.7843306,
FX2,Flunixin,-70.85874772,
FX2,Furanyl fentanyl,-67.42830829,
FX2,Heroin,-77.34883424,
FX2,(+)-Methamphetamine,-58.23260474,
FX2,Morphine,-73.80766393,
FX2,Oxycodone,-75.86348816,
FX3,AB-Fubinaca,-66.32314435,
FX3,Acetyl fentanyl,-60.48269809,
FX3,Cocaine,-59.51513889,
FX3,Fentanyl,-56.39387295,
FX3,Flunixin,-65.21887067,
FX3,Furanyl fentanyl,-54.81791894,
FX3,Heroin,-62.69476776,
FX3,(+)-Methamphetamine,-55.76235428,
FX3,Morphine,-71.97445583,
FX3,Oxycodone,-76.6333857,
FX35,AB-Fubinaca,-61.8101571,
FX35,Acetyl fentanyl,-85.69305783,
FX35,Cocaine,-67.31648224,
FX35,Fentanyl,-59.849852,
FX35,Flunixin,-61.06592896,
FX35,Furanyl fentanyl,-61.14077413,
FX35,Heroin,-61.64715847,
FX35,(+)-Methamphetamine,-47.04790528,
FX35,Morphine,-54.39846311,
FX35,Oxycodone,-62.12236566,
FX4,AB-Fubinaca,-67.42473361,
FX4,Acetyl fentanyl,-59.80962204,
FX4,Cocaine,-65.61531421,
FX4,Fentanyl,-55.02275046,
FX4,Flunixin,-61.78610428,
FX4,Furanyl fentanyl,-60.20471084,
FX4,Heroin,-68.60282787,
FX4,(+)-Methamphetamine,-47.92220173,
FX4,Morphine,-63.54317395,
FX4,Oxycodone,-67.54188525,
FX40,AB-Fubinaca,-57.43641166,
FX40,Acetyl fentanyl,-51.16475182,
FX40,Cocaine,-56.52820128,
FX40,Fentanyl,-49.97565346,
FX40,Flunixin,-48.83850182,
FX40,Furanyl fentanyl,-53.21804872,
FX40,Heroin,-60.32172131,
FX40,(+)-Methamphetamine,-43.82057149,
FX40,Morphine,-58.84613388,
FX40,Oxycodone,-62.50504781,
FX46,AB-Fubinaca,-72.98548497,
FX46,Acetyl fentanyl,-72.49888889,
FX46,Cocaine,-65.81055783,
FX46,Fentanyl,-62.84606102,
FX46,Flunixin,-65.25458789,
FX46,Furanyl fentanyl,-64.45596995,
FX46,Heroin,-77.12979053,
FX46,(+)-Methamphetamine,-56.44737705,
FX46,Morphine,-76.00261612,
FX46,Oxycodone,-80.40243169,
FX5,AB-Fubinaca,-60.0717623,
FX5,Acetyl fentanyl,-54.41892532,
FX5,Cocaine,-59.76583106,
FX5,Fentanyl,-55.73303506,
FX5,Flunixin,-58.29339026,
FX5,Furanyl fentanyl,-57.90890027,
FX5,Heroin,-64.72147541,
FX5,(+)-Methamphetamine,-43.53748179,
FX5,Morphine,-56.42544399,
FX5,Oxycodone,-61.84452641,
FX6,AB-Fubinaca,-77.4319786,
FX6,Acetyl fentanyl,-71.92152095,
FX6,Cocaine,-78.60663707,
FX6,Fentanyl,-75.79882969,
FX6,Flunixin,-74.36002505,
FX6,Furanyl fentanyl,-77.48853597,
FX6,Heroin,-87.69216075,
FX6,(+)-Methamphetamine,-59.10244308,
FX6,Morphine,-75.20020719,
FX6,Oxycodone,-83.06669171,
FXa,AB-Fubinaca,-61.27787113,
FXa,Acetyl fentanyl,-61.8642418,
FXa,Cocaine,-59.90666894,
FXa,Fentanyl,-53.66347222,
FXa,Flunixin,-63.01678279,
FXa,Furanyl fentanyl,-55.09846767,
FXa,Heroin,-66.55886384,
FXa,(+)-Methamphetamine,-48.26757058,
FXa,Morphine,-54.51830601,
FXa,Oxycodone,-58.81169627,
FXb,AB-Fubinaca,-77.7928051,
FXb,Acetyl fentanyl,-75.77234973,
FXb,Cocaine,-79.62081284,
FXb,Fentanyl,-82.85005237,
FXb,Flunixin,-77.96001138,
FXb,Furanyl fentanyl,-80.27642532,
FXb,Heroin,-80.55348133,
FXb,(+)-Methamphetamine,-60.79056694,
FXb,Morphine,-73.79415301,
FXb,Oxycodone,-80.97729736,
FXc,AB-Fubinaca,-87.21928506,
FXc,Acetyl fentanyl,-104.0423862,
FXc,Cocaine,-92.95702641,
FXc,Fentanyl,-95.85417805,
FXc,Flunixin,-77.29832423,
FXc,Furanyl fentanyl,-97.82466075,
FXc,Heroin,-104.8453552,
FXc,(+)-Methamphetamine,-61.54971767,
FXc,Morphine,-83.43534836,
FXc,Oxycodone,-90.24584472,
FXd,AB-Fubinaca,-68.41341075,
FXd,Acetyl fentanyl,-70.7757673,
FXd,Cocaine,-71.94058288,
FXd,Fentanyl,-69.06367714,
FXd,Flunixin,-62.86909381,
FXd,Furanyl fentanyl,-71.99642987,
FXd,Heroin,-79.6410041,
FXd,(+)-Methamphetamine,-52.40106785,
FXd,Morphine,-73.96216302,
FXd,Oxycodone,-77.85505009,
FXe,AB-Fubinaca,-56.09068078,
FXe,Acetyl fentanyl,-53.15704235,
FXe,Cocaine,-64.11811931,
FXe,Fentanyl,-57.37082195,
FXe,Flunixin,-67.24140938,
FXe,Furanyl fentanyl,-58.45968807,
FXe,Heroin,-59.72458789,
FXe,(+)-Methamphetamine,-61.84318761,
FXe,Morphine,-65.30766393,
FXe,Oxycodone,-65.4850888,
FXf,AB-Fubinaca,-73.66295082,
FXf,Acetyl fentanyl,-70.25260246,
FXf,Cocaine,-72.64144581,
FXf,Fentanyl,-63.28275729,
FXf,Flunixin,-73.71299863,
FXf,Furanyl fentanyl,-67.69244763,
FXf,Heroin,-71.873199,
FXf,(+)-Methamphetamine,-59.44827413,
FXf,Morphine,-73.48064208,
FXf,Oxycodone,-79.26116576,
H1,AB-Fubinaca,-107.0556193,
H1,Acetyl fentanyl,-124.1766325,
H1,Cocaine,-122.05898,
H1,Fentanyl,-127.0036362,
H1,Flunixin,-100.0617896,
H1,Furanyl fentanyl,-132.5356967,
H1,Heroin,-129.659046,
H1,(+)-Methamphetamine,-83.20102459,
H1,Morphine,-113.5743192,
H1,Oxycodone,-121.6884973,
H11,AB-Fubinaca,-55.69364071,
H11,Acetyl fentanyl,-58.58250683,
H11,Cocaine,-50.74820811,
H11,Fentanyl,-46.0279827,
H11,Flunixin,-60.6876867,
H11,Furanyl fentanyl,-45.78036202,
H11,Heroin,-52.30158925,
H11,(+)-Methamphetamine,-45.40556466,
H11,Morphine,-47.26708333,
H11,Oxycodone,-50.66031648,
H12,AB-Fubinaca,-55.37348133,
H12,Acetyl fentanyl,-48.40907332,
H12,Cocaine,-56.25967441,
H12,Fentanyl,-48.75612933,
H12,Flunixin,-51.49587432,
H12,Furanyl fentanyl,-53.99312158,
H12,Heroin,-63.38942623,
H12,(+)-Methamphetamine,-44.49060337,
H12,Morphine,-52.30608379,
H12,Oxycodone,-56.0607377,
H15,AB-Fubinaca,-62.45446266,
H15,Acetyl fentanyl,-65.37235428,
H15,Cocaine,-60.42623406,
H15,Fentanyl,-66.02069672,
H15,Flunixin,-65.51766393,
H15,Furanyl fentanyl,-59.55587204,
H15,Heroin,-62.1191143,
H15,(+)-Methamphetamine,-50.90027778,
H15,Morphine,-59.3590255,
H15,Oxycodone,-63.44895492,
H17,AB-Fubinaca,-72.56227231,
H17,Acetyl fentanyl,-62.58433515,
H17,Cocaine,-67.75295082,
H17,Fentanyl,-64.57156193,
H17,Flunixin,-70.91387523,
H17,Furanyl fentanyl,-66.76919627,
H17,Heroin,-74.2882673,
H17,(+)-Methamphetamine,-60.40626594,
H17,Morphine,-69.29009107,
H17,Oxycodone,-78.92830601,
H2,AB-Fubinaca,-76.97037568,
H2,Acetyl fentanyl,-63.32417122,
H2,Cocaine,-74.26433743,
H2,Fentanyl,-67.70208106,
H2,Flunixin,-67.8226776,
H2,Furanyl fentanyl,-63.87122951,
H2,Heroin,-81.00945355,
H2,(+)-Methamphetamine,-64.10182377,
H2,Morphine,-85.12679872,
H2,Oxycodone,-90.1761612,
H20,AB-Fubinaca,-65.85034153,
H20,Acetyl fentanyl,-62.34604964,
H20,Cocaine,-62.22293488,
H20,Fentanyl,-54.15641621,
H20,Flunixin,-65.87529144,
H20,Furanyl fentanyl,-63.53634563,
H20,Heroin,-66.82695811,
H20,(+)-Methamphetamine,-56.29045993,
H20,Morphine,-61.88023452,
H20,Oxycodone,-69.91682832,
H3,AB-Fubinaca,-110.8791849,
H3,Acetyl fentanyl,-137.0413661,
H3,Cocaine,-131.2827277,
H3,Fentanyl,-136.3325046,
H3,Flunixin,-106.94949,
H3,Furanyl fentanyl,-143.0682559,
H3,Heroin,-131.225576,
H3,(+)-Methamphetamine,-91.06472222,
H3,Morphine,-119.803898,
H3,Oxycodone,-128.1563138,
H32,AB-Fubinaca,-57.98024135,
H32,Acetyl fentanyl,-45.14751366,
H32,Cocaine,-55.2057582,
H32,Fentanyl,-49.01561475,
H32,Flunixin,-61.81116803,
H32,Furanyl fentanyl,-53.61974727,
H32,Heroin,-60.18049636,
H32,(+)-Methamphetamine,-47.0080123,
H32,Morphine,-54.69786658,
H32,Oxycodone,-57.9897837,
H39,AB-Fubinaca,-75.23596084,
H39,Acetyl fentanyl,-69.44634563,
H39,Cocaine,-74.42483151,
H39,Fentanyl,-70.10149818,
H39,Flunixin,-67.76794854,
H39,Furanyl fentanyl,-70.4598224,
H39,Heroin,-81.9002459,
H39,(+)-Methamphetamine,-59.08372495,
H39,Morphine,-78.97284381,
H39,Oxycodone,-84.63442395,
H4,AB-Fubinaca,-82.0389276,
H4,Acetyl fentanyl,-77.0509745,
H4,Cocaine,-83.31949681,
H4,Fentanyl,-76.1004326,
H4,Flunixin,-70.75226776,
H4,Furanyl fentanyl,-76.63262067,
H4,Heroin,-93.21232696,
H4,(+)-Methamphetamine,-64.71134563,
H4,Morphine,-88.68015938,
H4,Oxycodone,-94.24120902,
H5,AB-Fubinaca,-81.84270492,
H5,Acetyl fentanyl,-97.47419171,
H5,Cocaine,-83.94824454,
H5,Fentanyl,-80.26560109,
H5,Flunixin,-76.85959016,
H5,Furanyl fentanyl,-83.70212887,
H5,Heroin,-94.31084927,
H5,(+)-Methamphetamine,-63.42197404,
H5,Morphine,-82.61058743,
H5,Oxycodone,-87.75065574,
H9,AB-Fubinaca,-72.26325592,
H9,Acetyl fentanyl,-69.35520492,
H9,Cocaine,-79.46542122,
H9,Fentanyl,-70.73860656,
H9,Flunixin,-78.76023452,
H9,Furanyl fentanyl,-74.16358607,
H9,Heroin,-79.12681922,
H9,(+)-Methamphetamine,-69.40611339,
H9,Morphine,-83.22723133,
H9,Oxycodone,-93.30959699,
HM1,AB-Fubinaca,-60.84648452,
HM1,Acetyl fentanyl,-48.15806011,
HM1,Cocaine,-53.15337887,
HM1,Fentanyl,-47.8663684,
HM1,Flunixin,-49.1611612,
HM1,Furanyl fentanyl,-47.84084244,
HM1,Heroin,-62.77833789,
HM1,(+)-Methamphetamine,-37.85644353,
HM1,Morphine,-56.83100638,
HM1,Oxycodone,-62.79344262,
HM10,AB-Fubinaca,-55.33896175,
HM10,Acetyl fentanyl,-49.77396403,
HM10,Cocaine,-59.92619991,
HM10,Fentanyl,-42.49146403,
HM10,Flunixin,-70.89417122,
HM10,Furanyl fentanyl,-44.80363843,
HM10,Heroin,-65.30020264,
HM10,(+)-Methamphetamine,-56.22857468,
HM10,Morphine,-70.91734517,
HM10,Oxycodone,-72.12713115,
HM101,AB-Fubinaca,-69.81492031,
HM101,Acetyl fentanyl,-58.91156876,
HM101,Cocaine,-76.36516166,
HM101,Fentanyl,-66.95515027,
HM101,Flunixin,-65.22019126,
HM101,Furanyl fentanyl,-70.41782104,
HM101,Heroin,-79.23893443,
HM101,(+)-Methamphetamine,-62.98534608,
HM101,Morphine,-79.45786658,
HM101,Oxycodone,-83.07818761,
HM102,AB-Fubinaca,-58.44673953,
HM102,Acetyl fentanyl,-50.83390938,
HM102,Cocaine,-52.17087432,
HM102,Fentanyl,-50.27937158,
HM102,Flunixin,-57.5625296,
HM102,Furanyl fentanyl,-47.21404599,
HM102,Heroin,-54.62935792,
HM102,(+)-Methamphetamine,-49.05036658,
HM102,Morphine,-58.64204463,
HM102,Oxycodone,-62.84368169,
HM102M1,AB-Fubinaca,-82.99418716,
HM102M1,Acetyl fentanyl,-91.15973133,
HM102M1,Cocaine,-84.22169854,
HM102M1,Fentanyl,-80.57395492,
HM102M1,Flunixin,-79.01446949,
HM102M1,Furanyl fentanyl,-93.65242714,
HM102M1,Heroin,-97.82996129,
HM102M1,(+)-Methamphetamine,-63.92555783,
HM102M1,Morphine,-85.64808743,
HM102M1,Oxycodone,-87.6467418,
HM102M6,AB-Fubinaca,-56.46100865,
HM102M6,Acetyl fentanyl,-52.50701047,
HM102M6,Cocaine,-50.20611566,
HM102M6,Fentanyl,-43.03097222,
HM102M6,Flunixin,-48.5036612,
HM102M6,Furanyl fentanyl,-48.58425774,
HM102M6,Heroin,-64.20116803,
HM102M6,(+)-Methamphetamine,-37.51848588,
HM102M6,Morphine,-51.37344718,
HM102M6,Oxycodone,-56.0873816,
HM102M7,AB-Fubinaca,-52.29995902,
HM102M7,Acetyl fentanyl,-49.05178962,
HM102M7,Cocaine,-55.51572632,
HM102M7,Fentanyl,-48.56927823,
HM102M7,Flunixin,-50.42617031,
HM102M7,Furanyl fentanyl,-58.61405282,
HM102M7,Heroin,-62.04888434,
HM102M7,(+)-Methamphetamine,-41.48127277,
HM102M7,Morphine,-47.27270947,
HM102M7,Oxycodone,-52.45607923,
HM103,AB-Fubinaca,-50.74576958,
HM103,Acetyl fentanyl,-44.10464026,
HM103,Cocaine,-56.16933288,
HM103,Fentanyl,-49.47032559,
HM103,Flunixin,-47.35145036,
HM103,Furanyl fentanyl,-51.32477231,
HM103,Heroin,-51.84274818,
HM103,(+)-Methamphetamine,-39.91199226,
HM103,Morphine,-48.69066029,
HM103,Oxycodone,-54.28035974,
HM104,AB-Fubinaca,-60.31106785,
HM104,Acetyl fentanyl,-62.51454235,
HM104,Cocaine,-55.88993169,
HM104,Fentanyl,-61.51931922,
HM104,Flunixin,-59.27726093,
HM104,Furanyl fentanyl,-51.38146175,
HM104,Heroin,-61.48614754,
HM104,(+)-Methamphetamine,-48.87410519,
HM104,Morphine,-57.53729508,
HM104,Oxycodone,-68.07053962,
HM105,AB-Fubinaca,-58.38519581,
HM105,Acetyl fentanyl,-47.0532286,
HM105,Cocaine,-69.11885701,
HM105,Fentanyl,-56.86715619,
HM105,Flunixin,-61.91043716,
HM105,Furanyl fentanyl,-63.90900501,
HM105,Heroin,-75.61197177,
HM105,(+)-Methamphetamine,-57.12825592,
HM105,Morphine,-66.3265847,
HM105,Oxycodone,-67.63913479,
HM106,AB-Fubinaca,-63.12088798,
HM106,Acetyl fentanyl,-59.59764117,
HM106,Cocaine,-62.18429417,
HM106,Fentanyl,-61.61693761,
HM106,Flunixin,-66.41934882,
HM106,Furanyl fentanyl,-56.411102,
HM106,Heroin,-63.56130464,
HM106,(+)-Methamphetamine,-54.17474044,
HM106,Morphine,-69.01799408,
HM106,Oxycodone,-75.86013434,
HM11,AB-Fubinaca,-61.2435724,
HM11,Acetyl fentanyl,-66.98679645,
HM11,Cocaine,-68.90452413,
HM11,Fentanyl,-63.49510018,
HM11,Flunixin,-68.28513661,
HM11,Furanyl fentanyl,-65.52672587,
HM11,Heroin,-70.22370446,
HM11,(+)-Methamphetamine,-54.99043716,
HM11,Morphine,-56.8073429,
HM11,Oxycodone,-65.70162113,
HM110FEN1,AB-Fubinaca,-63.81592213,
HM110FEN1,Acetyl fentanyl,-60.2854235,
HM110FEN1,Cocaine,-63.12005692,
HM110FEN1,Fentanyl,-56.55945583,
HM110FEN1,Flunixin,-60.09317851,
HM110FEN1,Furanyl fentanyl,-62.50709016,
HM110FEN1,Heroin,-74.25395492,
HM110FEN1,(+)-Methamphetamine,-54.39619763,
HM110FEN1,Morphine,-65.47791667,
HM110FEN1,Oxycodone,-72.83124772,
HM116,AB-Fubinaca,-85.79118397,
HM116,Acetyl fentanyl,-98.45458106,
HM116,Cocaine,-88.57469945,
HM116,Fentanyl,-95.0748725,
HM116,Flunixin,-86.9196653,
HM116,Furanyl fentanyl,-92.08202869,
HM116,Heroin,-96.49475865,
HM116,(+)-Methamphetamine,-65.4782582,
HM116,Morphine,-88.98607013,
HM116,Oxycodone,-96.5448725,
HM116FEN1,AB-Fubinaca,-88.40343124,
HM116FEN1,Acetyl fentanyl,-100.3988046,
HM116FEN1,Cocaine,-96.96247495,
HM116FEN1,Fentanyl,-103.968265,
HM116FEN1,Flunixin,-84.28221311,
HM116FEN1,Furanyl fentanyl,-104.4422131,
HM116FEN1,Heroin,-110.749449,
